STRUCTURE_NUMBER_008,LOCATION_009,COORDINATES,lat,lon,ADT_029,DETOUR_KILOS_019,DETOUR_MILES,HISTORY_037,S_symbolic,E_economic,D_detour,ED,CF,Risk_Level,Street_View_URL,Risk_Explanation
121020351005067.00,'1.1 MI N OF IH 10',"(29.801969, -95.775619)",29.801969444444445,-95.77561944444444,28600,2,1.242742,5,1,4,2,8,9,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.801969,-95.775619",
121020351005092.00,'2.19 MI N OF IH 10',"(29.817122, -95.770839)",29.81712222222222,-95.77083888888887,28600,2,1.242742,5,1,4,2,8,9,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.817122,-95.770839",
121020351005093.00,'2.19 MI N OF IH 10',"(29.817136, -95.771125)",29.81713611111111,-95.771125,28600,2,1.242742,5,1,4,2,8,9,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.817136,-95.771125",
121020351006144.00,'2.00 MI N OF US 290',"(30.028642, -95.765222)",30.028641666666665,-95.76522222222222,42740,2,1.242742,5,1,4,2,8,9,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.028642,-95.765222",
121020351006160.00,'1.10 MI E OF SH 249',"(30.051492, -95.596781)",30.051491666666667,-95.59678055555555,40011,2,1.242742,5,1,4,2,8,9,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.051492,-95.596781",
121020351006161.00,'1.10 MI E OF SH 249',"(30.051336, -95.597258)",30.051336111111112,-95.59725833333331,40011,2,1.242742,5,1,4,2,8,9,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.051336,-95.597258",
121020351006212.00,'0.12 MI E OF GOSLING RD',"(30.094022, -95.504628)",30.094022222222225,-95.50462777777778,89749,2,1.242742,5,1,4,2,8,9,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.094022,-95.504628",
121020351006213.00,'1.10 MI E OF GOSLING RD',"(30.094233, -95.488711)",30.09423333333333,-95.48871111111112,77149,2,1.242742,5,1,4,2,8,9,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.094233,-95.488711",
121020351006214.00,'1.15 MI E OF GOSLING RD',"(30.094089, -95.487508)",30.094088888888887,-95.48750833333334,77149,2,1.242742,5,1,4,2,8,9,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.094089,-95.487508",
121020351006338.00,'SH 249 Interchange',"(30.051192, -95.615706)",30.051191666666668,-95.61570555555556,36701,3,1.864113,5,1,4,2,8,9,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.051192,-95.615706",
121020351006340.00,'Intersection of SH 99 and',"(30.049114, -95.613161)",30.04911388888889,-95.61316111111113,36701,3,1.864113,5,1,4,2,8,9,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.049114,-95.613161",
121020351006341.00,'SH 99 &SH 249 Interchange',"(30.052158, -95.608822)",30.05215833333333,-95.60882222222222,36701,3,1.864113,5,1,4,2,8,9,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.052158,-95.608822",
121020351006342.00,'SH 249 SH 249 Interchange',"(30.049514, -95.613461)",30.04951388888889,-95.6134611111111,36701,3,1.864113,5,1,4,2,8,9,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.049514,-95.613461",
121020AA0144009,'0.5 MI W OF SH 146',"(29.651936, -95.039128)",29.65193611111111,-95.03912777777778,28600,2,1.242742,5,1,4,2,8,9,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.651936,-95.039128",
121020AA0144010,'0.5 MI W OF SH 146',"(29.651925, -95.039669)",29.651925,-95.03966944444444,28600,2,1.242742,5,1,4,2,8,9,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.651925,-95.039669",
121020AA0593001,'0.40 MI E OF GALVESTON RD',"(29.664447, -95.2296)",29.664447222222226,-95.2296,25090,2,1.242742,5,1,4,2,8,9,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.664447,-95.229600",
121020AA0593002,'0.3 MI E OF LUELLA',"(29.663989, -95.105844)",29.663988888888888,-95.10584444444444,45486,3,1.864113,5,1,4,2,8,9,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.663989,-95.105844",
121020AA0593003,'0.9 MI E OF LUELLA',"(29.664133, -95.096758)",29.66413333333333,-95.09675833333333,45486,3,1.864113,5,1,4,2,8,9,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.664133,-95.096758",
121020AA0593004,'0.5 MI E OF UNDERWOOD RD',"(29.664456, -95.078403)",29.66445555555556,-95.07840277777775,45486,3,1.864113,5,1,4,2,8,9,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.664456,-95.078403",
121020AA1705001,'0.6 MI W OF SH 146',"(29.665156, -95.039119)",29.665155555555557,-95.03911944444444,45486,8,4.970968,5,1,4,2,8,9,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.665156,-95.039119",
121020AA1705002,'0.2 MI W OF SH 146',"(29.665228, -95.033253)",29.665227777777776,-95.03325277777778,45486,2,1.242742,5,1,4,2,8,9,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.665228,-95.033253",
121020AA2063005,'1.25 MI W OF CHAMP FOREST',"(29.992172, -95.549761)",29.992172222222223,-95.54976111111112,25941,3,1.864113,5,1,4,2,8,9,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.992172,-95.549761",
121020AA2110001,'0.80 MI N OF BW 8',"(29.948667, -95.498064)",29.948666666666668,-95.4980638888889,29598,3,1.864113,5,1,4,2,8,9,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.948667,-95.498064",
121020AA2111005,'2.60 MI NE OF SH 249',"(30.01145, -95.541119)",30.01145,-95.54111944444443,35579,5,3.106855,5,1,4,2,8,9,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.011450,-95.541119",
121020AA2111007,'1.2 MI E OF STUEBNER AIR',"(30.030186, -95.507128)",30.03018611111111,-95.50712777777778,35579,3,1.864113,5,1,4,2,8,9,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.030186,-95.507128",
121020AA2111008,'1.3 MI E  OF KUYKENDAHL',"(30.050261, -95.470569)",30.050261111111112,-95.47056944444444,35579,5,3.106855,5,1,4,2,8,9,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.050261,-95.470569",
121020AA2111009,'1.7 MI E  OF KUYKENDAHL',"(30.051606, -95.467764)",30.05160555555556,-95.4677638888889,35579,5,3.106855,5,1,4,2,8,9,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.051606,-95.467764",
121020AA2111010,'3.1 MI E  OF KUYKENDAHL',"(30.062483, -95.448483)",30.062483333333333,-95.44848333333334,35579,6,3.728226,5,1,4,2,8,9,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.062483,-95.448483",
121020AA2111015,'0.3 MI E OF IH 45',"(30.068647, -95.429425)",30.06864722222222,-95.429425,33950,6,3.728226,5,1,4,2,8,9,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.068647,-95.429425",
121020AA2112004,'0.25 MI NW OF BELTWAY 8',"(29.941058, -95.462725)",29.94105833333333,-95.462725,31769,3,1.864113,5,1,4,2,8,9,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.941058,-95.462725",
121020AA2961003,'3.40 MI E OF S SHAVER',"(29.665711, -95.150511)",29.66571111111111,-95.15051111111111,26940,2,1.242742,5,1,4,2,8,9,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.665711,-95.150511",
121020AA2961004,'0.40 MI W OF RED BLUFF RD',"(29.664133, -95.137722)",29.66413333333333,-95.13772222222222,26940,3,1.864113,5,1,4,2,8,9,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.664133,-95.137722",
121020AA4541002,'0.2 MI E OF UVALDE RD',"(29.806192, -95.1798)",29.806191666666667,-95.1798,28097,3,1.864113,5,1,4,2,8,9,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.806192,-95.179800",
121020AA4541003,'0.5 MI W OF UVALDE RD',"(29.805875, -95.189417)",29.805875,-95.18941666666667,26240,3,1.864113,5,1,4,2,8,9,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.805875,-95.189417",
121020AA5744003,'4.80 MI S OF RILEY FUZZEL',"(30.040414, -95.382436)",30.04041388888889,-95.3824361111111,27864,2,1.242742,5,1,4,2,8,9,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.040414,-95.382436",
121020AA5901006,'0.8 MI N OF WEST RD',"(29.914258, -95.525061)",29.914258333333333,-95.52506111111111,31234,2,1.242742,5,1,4,2,8,9,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.914258,-95.525061",
121020AA6100001,'0.20 MI W  OF SH 6',"(29.867667, -95.647447)",29.86766666666667,-95.64744722222224,27711,3,1.864113,5,1,4,2,8,9,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.867667,-95.647447",
121020AA6650005,'2.0 MI NE OF BELTWAY 8',"(29.935306, -95.176261)",29.935305555555555,-95.17626111111112,32131,2,1.242742,5,1,4,2,8,9,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.935306,-95.176261",
121020AA6650007,'2.0 MI NE OF BELTWAY 8',"(29.935389, -95.17625)",29.935388888888887,-95.17625,32131,2,1.242742,5,1,4,2,8,9,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.935389,-95.176250",
121020AA6650010,'2.9  MI S OF WILL CLAYTON',"(29.942383, -95.175617)",29.94238333333333,-95.17561666666668,32131,2,1.242742,5,1,4,2,8,9,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.942383,-95.175617",
121020AA8893001,'0.6 MI S OF SPRING CYPR',"(30.072786, -95.420342)",30.07278611111111,-95.42034166666669,33950,5,3.106855,5,1,4,2,8,9,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.072786,-95.420342",
121020B07825101,'0.05 MI N OF W TIDWELL',"(29.8514, -95.488875)",29.8514,-95.488875,43381,3,1.864113,5,1,4,2,8,9,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.851400,-95.488875",
121020B09761001,'0.45 MI E OF S GESSNER',"(29.747239, -95.531283)",29.74723888888889,-95.53128333333332,37170,2,1.242742,5,1,4,2,8,9,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.747239,-95.531283",
121020B09761002,'0.45 MI E OF S GESSNER',"(29.746972, -95.531536)",29.746972222222222,-95.53153611111112,37170,2,1.242742,5,1,4,2,8,9,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.746972,-95.531536",
121020B17911001,'1.50 MI S  OF IH 10',"(29.761892, -95.606239)",29.761891666666667,-95.60623888888888,37190,3,1.864113,5,1,4,2,8,9,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.761892,-95.606239",
121020B17911002,'1.50 MI S  OF IH 10',"(29.761897, -95.606239)",29.76189722222222,-95.60623888888888,37190,3,1.864113,5,1,4,2,8,9,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.761897,-95.606239",
121020B23225001,'0.06 MI N  OF US 290',"(29.860928, -95.524403)",29.86092777777778,-95.52440277777778,25010,3,1.864113,5,1,4,2,8,9,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.860928,-95.524403",
121020B23569614,'0.20 MI S  OF HOLCOMBE',"(29.702322, -95.402419)",29.70232222222222,-95.40241944444443,35413,3,1.864113,5,1,4,2,8,9,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.702322,-95.402419",
121020B41401003,'0.30 MI SW OF ALMEDA RD',"(29.712669, -95.383561)",29.712669444444444,-95.38356111111112,26000,2,1.242742,5,1,4,2,8,9,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.712669,-95.383561",
121020B44185001,'0.30 MI W OF ELDRIDGE RD',"(29.779931, -95.623869)",29.77993055555556,-95.62386944444444,30000,3,1.864113,5,1,4,2,8,9,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.779931,-95.623869",
121020B52313001,'JCT OF IH610W & IH610S',"(29.678958, -95.455508)",29.67895833333333,-95.45550833333334,47980,0,0.0,5,1,4,2,8,9,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.678958,-95.455508",
121020B52313002,'0.30 MI S OF IH 610',"(29.670928, -95.461542)",29.67092777777778,-95.46154166666668,95970,0,0.0,5,1,4,2,8,9,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.670928,-95.461542",
121020B52313007,'0.05 MI S OF W FUQUA',"(29.611442, -95.464917)",29.611441666666668,-95.46491666666668,25440,2,1.242742,5,1,4,2,8,9,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.611442,-95.464917",
121020B52313008,'0.05 MI S OF W FUQUA',"(29.611442, -95.464917)",29.611441666666668,-95.46491666666668,25440,2,1.242742,5,1,4,2,8,9,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.611442,-95.464917",
121020B57009150,'0.50 MI E  OF IH 610',"(29.746653, -95.448428)",29.74665277777778,-95.44842777777778,26478,2,1.242742,5,1,4,2,8,9,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.746653,-95.448428",
121020B66825074,'0.4 Mi W of IH 45',"(29.870908, -95.414694)",29.870908333333333,-95.41469444444444,25591,2,1.242742,5,1,4,2,8,9,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.870908,-95.414694",
121020B68450003,'1.60 MI S OF WILL CLAYTON',"(29.959781, -95.169289)",29.959780555555557,-95.1692888888889,32131,2,1.242742,5,1,4,2,8,9,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.959781,-95.169289",
121020B68745148,'0.60 MI E OF LP 610 N',"(29.741625, -95.448333)",29.741625000000003,-95.44833333333334,29249,2,1.242742,5,1,4,2,8,9,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.741625,-95.448333",
121020B69685005,'0.80 MI E OF JFK BLVD',"(29.981822, -95.327336)",29.98182222222222,-95.32733611111112,28467,2,1.242742,5,1,4,2,8,9,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.981822,-95.327336",
121020FF0010001,'0.10 MI E OF VIRGINIA ST',"(29.706039, -95.433086)",29.706038888888887,-95.43308611111112,30360,2,1.242742,5,1,4,2,8,9,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.706039,-95.433086",
121020H15577001,'0.30 MI NE OF IH 45',"(29.654614, -95.247428)",29.65461388888889,-95.24742777777776,25090,2,1.242742,5,1,4,2,8,9,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.654614,-95.247428",
121020TOL020303,'0.9 MI S OF US90A',"(29.628361, -95.482053)",29.62836111111111,-95.48205277777778,25091,2,1.242742,5,1,4,2,8,9,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.628361,-95.482053",
121020TOL030012,'0.17 MI W OF US 59',"(29.723858, -95.491969)",29.72385833333333,-95.49196944444444,30205,3,1.864113,5,1,4,2,8,9,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.723858,-95.491969",
121020TOL040212,'4.4 MI N OF BWY 8',"(29.996025, -95.396997)",29.996025,-95.39699722222224,60000,0,0.0,5,1,4,2,8,9,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.996025,-95.396997",
121020TOL040213,'0.85 MI S OF E RICHEY RD',"(29.983586, -95.393894)",29.983586111111112,-95.39389444444446,60000,2,1.242742,5,1,4,2,8,9,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.983586,-95.393894",
121020TOL040214,'0.6 MI N OF RANKIN RD',"(29.973981, -95.390678)",29.973980555555556,-95.39067777777778,60000,2,1.242742,5,1,4,2,8,9,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.973981,-95.390678",
121020TOL040215,'1.9 MI N OF BELTWAY 8',"(29.965411, -95.380089)",29.96541111111111,-95.38008888888888,60000,0,0.0,5,1,4,2,8,9,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.965411,-95.380089",
121020TOL040217,'0.75 MI N OF BW 8',"(29.949367, -95.383956)",29.949366666666663,-95.38395555555556,60000,0,0.0,5,1,4,2,8,9,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.949367,-95.383956",
121020TOL040218,'0.9 MI N OF BW 8',"(29.950531, -95.384208)",29.95053055555556,-95.38420833333332,60000,2,1.242742,5,1,4,2,8,9,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.950531,-95.384208",
121020TOL040219,'1.1 MI S OF FM 525',"(29.915628, -95.376214)",29.91562777777777,-95.37621388888888,30000,3,1.864113,5,1,4,2,8,9,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.915628,-95.376214",
121020TOL040220,'1.1 MI S OF FM 525',"(29.916631, -95.375844)",29.916630555555557,-95.37584444444444,30000,3,1.864113,5,1,4,2,8,9,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.916631,-95.375844",
121020TOL040221,'0.2 MI N OF GULF BANK RD',"(29.892542, -95.37055)",29.892541666666663,-95.37055,30000,3,1.864113,5,1,4,2,8,9,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.892542,-95.370550",
121020TOL040223,'0.2 MI E OF IH 45',"(30.104383, -95.432639)",30.10438333333333,-95.43263888888887,30000,0,0.0,5,1,4,2,8,9,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.104383,-95.432639",
121700011004138.00,'4.8 MI  N OF HARRIS C/L',"(30.178328, -95.451708)",30.178327777777778,-95.45170833333334,89494,2,1.242742,5,1,4,2,8,9,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.178328,-95.451708",
121700011004139.00,'4.8 MI  N OF HARRIS C/L',"(30.178283, -95.451983)",30.178283333333333,-95.45198333333332,90334,2,1.242742,5,1,4,2,8,9,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.178283,-95.451983",
121700011004140.00,'2.00 MI N  OF SH 242',"(30.236617, -95.458789)",30.236616666666663,-95.45878888888888,40520,6,3.728226,5,1,4,2,8,9,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.236617,-95.458789",
121700017705264.00,'3.75 MI S  OF FM 1485',"(30.104358, -95.236544)",30.104358333333334,-95.23654444444443,46640,2,1.242742,5,1,4,2,8,9,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.104358,-95.236544",
121700017705265.00,'1.30 MI N  OF FM 1314',"(30.122992, -95.230928)",30.122991666666667,-95.23092777777778,86096,2,1.242742,5,1,4,2,8,9,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.122992,-95.230928",
121700017705269.00,'0.35 MI N  OF FM 1485',"(30.160289, -95.211758)",30.16028888888889,-95.21175833333334,69563,2,1.242742,5,1,4,2,8,9,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.160289,-95.211758",
121700017705270.00,'3.75 MI S  OF FM 1485',"(30.155067, -95.215544)",30.155066666666663,-95.21554444444445,41620,2,1.242742,5,1,4,2,8,9,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.155067,-95.215544",
121700017705309.00,'1.55 MI S  OF FM 2090',"(30.212192, -95.177386)",30.212191666666666,-95.17738611111112,75672,2,1.242742,5,1,4,2,8,9,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.212192,-95.177386",
121700017705314.00,'1.45 MI N  OF FM 1485',"(30.173278, -95.203603)",30.17327777777778,-95.20360277777776,42000,2,1.242742,5,1,4,2,8,9,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.173278,-95.203603",
121700017705316.00,'1.90 MI S  OF FM 2090',"(30.208411, -95.180064)",30.20841111111111,-95.1800638888889,42000,2,1.242742,5,1,4,2,8,9,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.208411,-95.180064",
121700017705324.00,'0.18 MI N  OF FOSTORIA RD',"(30.271406, -95.137186)",30.271405555555557,-95.13718611111112,45574,2,1.242742,5,1,4,2,8,9,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.271406,-95.137186",
121700017705527.00,'2.45 MI S  OF FM 1314',"(30.069856, -95.246917)",30.06985555555556,-95.24691666666666,94680,0,0.0,5,1,4,2,8,9,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.069856,-95.246917",
121700017705528.00,'0.90 MI S  OF HARRIS C/L',"(30.052564, -95.251978)",30.05256388888889,-95.25197777777778,46513,0,0.0,5,1,4,2,8,9,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.052564,-95.251978",
121700017705529.00,'2.15 MI S  OF FM 1314',"(30.074397, -95.245553)",30.07439722222222,-95.24555277777776,94680,2,1.242742,5,1,4,2,8,9,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.074397,-95.245553",
121700017705532.00,'0.60 MI N OF SH 242',"(30.2006, -95.185125)",30.2006,-95.185125,53654,2,1.242742,5,1,4,2,8,9,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.200600,-95.185125",
