STRUCTURE_NUMBER_008,LOCATION_009,_lat,_lon,YEAR_BUILT_027,N_i,p_tornado,V_age,V_des,Risk_tornado,Risk_Rank,"coordinates (lat, lon)",Risk_Level,Street_View_URL,Risk_Explanation
90140001514697.00,'IH 35 AT BNSF RAILROAD',31.09763611,-97.36491111,2018,3,0.04799056,1.0,1.0,0.04799056,1549,"31.0976361111111, -97.3649111111111",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=31.097636,-97.364911",
90140001514698.00,'IH 35 AT BNSF RAILROAD',31.09742778,-97.3644,2018,3,0.04799056,1.0,1.0,0.04799056,1549,"31.0974277777777, -97.3643999999999",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=31.097428,-97.364400",
21120352401003.00,'0.95 MI. N. OF BUS. 377',32.45743056,-97.77418889,2013,3,0.04799056,1.0,1.0,0.04799056,1549,"32.4574305555555, -97.7741888888888",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.457431,-97.774189",
121020050201276.00,'AT SH 146 & SH 225 INTERC',29.68793889,-95.03801944,2002,3,0.04799056,1.0,1.0,0.04799056,1549,"29.6879388888888, -95.0380194444444",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.687939,-95.038019",
121020027115705.00,'1.75 MI N OF SH 225',29.72743611,-95.26659444,1973,2,0.032255222,1.485714286,1.0,0.047922044,1640,"29.7274361111111, -95.2665944444444",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.727436,-95.266594",
121020027115706.00,'1.75 MI N OF SH 225',29.72748056,-95.26683056,1973,2,0.032255222,1.485714286,1.0,0.047922044,1640,"29.7274805555555, -95.2668305555555",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.727481,-95.266831",
201240AA9688002,'1.0 MI NE OF IH 10',29.98316667,-94.01346111,1973,2,0.032255222,1.485714286,1.0,0.047922044,1640,"29.9831666666666, -94.0134611111111",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.983167,-94.013461",
22200000806054.00,'3.2 Mi E of IH 820',32.73216111,-97.16768333,1947,2,0.032255222,2.228571429,0.666666667,0.047922044,1640,"32.7321611111111, -97.1676833333333",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.732161,-97.167683",
22200000806052.00,'2.8 Mi E of IH 820',32.73178611,-97.17513889,1947,2,0.032255222,2.228571429,0.666666667,0.047922044,1640,"32.7317861111111, -97.1751388888889",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.731786,-97.175139",
22200000806053.00,'3.1 Mi E of IH 820',32.73207778,-97.16935833,1947,2,0.032255222,2.228571429,0.666666667,0.047922044,1640,"32.7320777777777, -97.1693583333333",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.732078,-97.169358",
252420027519112.00,'1.10 MI W OF US 83',35.22767222,-100.2680944,1973,2,0.032255222,1.485714286,1.0,0.047922044,1640,"35.2276722222222, -100.268094444444",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=35.227672,-100.268094",
171450016606059.00,'1.25 MI S OF SH 7',31.24087778,-95.97601389,1947,2,0.032255222,2.228571429,0.666666667,0.047922044,1640,"31.2408777777777, -95.9760138888888",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=31.240878,-95.976014",
011390B01215001,'0.2 Mi N of BU 271',33.65428333,-95.52660278,1973,2,0.032255222,1.485714286,1.0,0.047922044,1640,"33.6542833333333, -95.5266027777777",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.654283,-95.526603",
121020027115703.00,'1.0 MI N OF SH 225',29.72500278,-95.26631389,1973,2,0.032255222,1.485714286,1.0,0.047922044,1640,"29.7250027777777, -95.2663138888888",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.725003,-95.266314",
121020027115704.00,'1.0 MI N OF SH 225',29.72257778,-95.26625833,1973,2,0.032255222,1.485714286,1.0,0.047922044,1640,"29.7225777777777, -95.2662583333333",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.722578,-95.266258",
22200000806045.00,'1.0 Mi E of IH 820',32.73005833,-97.1869,1947,2,0.032255222,2.228571429,0.666666667,0.047922044,1640,"32.7300583333333, -97.1869",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.730058,-97.186900",
22200000806046.00,'2.5 Mi E of IH 820',32.73116667,-97.179325,1947,2,0.032255222,2.228571429,0.666666667,0.047922044,1640,"32.7311666666666, -97.179325",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.731167,-97.179325",
151630002405026.00,'17.40 MI E OF UVALDE C/L',29.34812778,-99.13117222,1922,1,0.016259801,2.942857143,1.0,0.047850273,1653,"29.3481277777777, -99.1311722222222",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.348128,-99.131172",
252420027512115.00,'4.75 MI W OF FM 2168',35.23118611,-100.2491639,1973,3,0.04799056,1.485714286,0.666666667,0.047533507,1654,"35.2311861111111, -100.249163888888",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=35.231186,-100.249164",
11130073504026.00,'1.80 MI NW OF SH 19',33.17979444,-95.61779722,1973,3,0.04799056,1.485714286,0.666666667,0.047533507,1654,"33.1797944444444, -95.6177972222222",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.179794,-95.617797",
211090003917219.00,'0.55 MI E OF SH 336',26.18836389,-98.22399722,1973,3,0.04799056,1.485714286,0.666666667,0.047533507,1654,"26.1883638888888, -98.2239972222222",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=26.188364,-98.223997",
161780010201002.00,'0.95 MI W OF FM 2292',27.78429444,-97.562925,1923,1,0.016259801,2.914285714,1.0,0.047385707,1657,"27.7842944444444, -97.5629249999999",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=27.784294,-97.562925",
142460015103007.00,'4.00 MI W OF US 183',30.67503056,-97.9362,1923,1,0.016259801,2.914285714,1.0,0.047385707,1657,"30.6750305555555, -97.9362",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.675031,-97.936200",
142460020404015.00,'3.0 MI E OF FM 619',30.58546389,-97.32636389,1923,1,0.016259801,2.914285714,1.0,0.047385707,1657,"30.5854638888888, -97.3263638888888",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.585464,-97.326364",
142460020404016.00,'3.35 MI E OF FM 619',30.58626111,-97.32217778,1923,1,0.016259801,2.914285714,1.0,0.047385707,1657,"30.5862611111111, -97.3221777777777",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.586261,-97.322178",
142460044001004.00,'0.30 MI W OF SH 195',30.85203611,-97.80557778,1923,1,0.016259801,2.914285714,1.0,0.047385707,1657,"30.8520361111111, -97.8055777777777",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.852036,-97.805578",
102010059201002.00,'0.60 MI NW OF US 64',32.17349444,-94.81511944,1923,1,0.016259801,2.914285714,1.0,0.047385707,1657,"32.1734944444444, -94.8151194444444",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.173494,-94.815119",
112030006404046.00,'1.95 MI E  OF SH 147',31.52156111,-94.06903056,1923,1,0.016259801,2.914285714,1.0,0.047385707,1657,"31.5215611111111, -94.0690305555555",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=31.521561,-94.069031",
30490019501029.00,'1.3 MI S of FM 922',33.46892222,-97.16338333,1948,2,0.032255222,2.2,0.666666667,0.047307658,1664,"33.4689222222222, -97.1633833333333",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.468922,-97.163383",
090140B00116001,'0.80 MI SW OF LP 363',31.11243056,-97.32514444,1948,2,0.032255222,2.2,0.666666667,0.047307658,1664,"31.1124305555555, -97.3251444444444",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=31.112431,-97.325144",
161370010212035.00,'0.06 MI S OF FM 2045',27.52183056,-97.85621111,1948,2,0.032255222,2.2,0.666666667,0.047307658,1664,"27.5218305555555, -97.8562111111111",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=27.521831,-97.856211",
90980018303051.00,'0.2 MI SE OF US 281',31.70305,-98.12161389,1948,2,0.032255222,2.2,0.666666667,0.047307658,1664,"31.70305, -98.1216138888888",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=31.703050,-98.121614",
121020050003002.00,'3.5 MI N OF IH 610',29.73842222,-95.35186389,1948,2,0.032255222,2.2,0.666666667,0.047307658,1664,"29.7384222222222, -95.3518638888888",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.738422,-95.351864",
30490019501028.00,'1.2 MI S OF FM 922',33.47084722,-97.16338611,1948,2,0.032255222,2.2,0.666666667,0.047307658,1664,"33.4708472222222, -97.1633861111111",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.470847,-97.163386",
140110011404130.00,'0.2 MI E OF LP 109',30.33631944,-97.36695833,1986,4,0.063470044,1.114285714,0.666666667,0.047149176,1670,"30.3363194444444, -97.3669583333333",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.336319,-97.366958",
52190006703136.00,'FM 145 @ IH 27',34.36913611,-101.7665694,1986,4,0.063470044,1.114285714,0.666666667,0.047149176,1670,"34.3691361111111, -101.766569444444",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=34.369136,-101.766569",
170210054005038.00,'7.03 MI S OF FM 2154',30.39392778,-96.22753056,1974,2,0.032255222,1.457142857,1.0,0.047000466,1672,"30.3939277777777, -96.2275305555555",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.393928,-96.227531",
172390B00340001,'0.1 MI W OF FM 577',30.16975,-96.38311944,1974,2,0.032255222,1.457142857,1.0,0.047000466,1672,"30.16975, -96.3831194444444",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.169750,-96.383119",
180610C00235002,'0.07 MI SW  OF N MILL ST',33.05643889,-97.00128611,1974,2,0.032255222,1.457142857,1.0,0.047000466,1672,"33.0564388888888, -97.0012861111111",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.056439,-97.001286",
121020002713233.00,'IH 45/IH 69 INTERCHANGE',29.74347222,-95.361925,1974,2,0.032255222,1.457142857,1.0,0.047000466,1672,"29.7434722222222, -95.361925",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.743472,-95.361925",
201220006504016.00,'4.45 MI NE OF HARDIN CO',30.38411667,-94.03442222,1924,1,0.016259801,2.885714286,1.0,0.046921141,1676,"30.3841166666666, -94.0344222222222",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.384117,-94.034422",
72260015902004.00,'0.30 MI S OF FM 2335',31.22915556,-100.4884833,1924,1,0.016259801,2.885714286,1.0,0.046921141,1676,"31.2291555555555, -100.488483333333",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=31.229156,-100.488483",
201220006504015.00,'5.8 MI NE OF HARDIN CO',30.39975,-94.01978889,1924,1,0.016259801,2.885714286,1.0,0.046921141,1676,"30.39975, -94.0197888888888",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.399750,-94.019789",
201220006504014.00,'6.1 MI NE OF HARDIN CO',30.40243611,-94.01725278,1924,1,0.016259801,2.885714286,1.0,0.046921141,1676,"30.4024361111111, -94.0172527777777",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.402436,-94.017253",
161780010203008.00,'1.0 MI S OF FM 665',27.661375,-97.75548611,1924,1,0.016259801,2.885714286,1.0,0.046921141,1676,"27.661375, -97.7554861111111",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=27.661375,-97.755486",
140270025201021.00,'0.50 MI S OF SH 29',30.75130278,-98.22790556,1949,2,0.032255222,2.171428571,0.666666667,0.046693273,1681,"30.7513027777777, -98.2279055555555",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.751303,-98.227906",
121020027115436.00,'2.90 MI S OF IH 10',29.73311389,-95.26555,1974,3,0.04799056,1.457142857,0.666666667,0.046619401,1682,"29.7331138888888, -95.26555",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.733114,-95.265550",
121020005102009.00,'0.80 MI NW OF NASA RD 1',29.54675833,-95.12655,1925,1,0.016259801,2.857142857,1.0,0.046456575,1683,"29.5467583333333, -95.12655",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.546758,-95.126550",
121020005102007.00,'0.85 MI SE OF FM 1959',29.59115278,-95.16809167,1925,1,0.016259801,2.857142857,1.0,0.046456575,1683,"29.5911527777777, -95.1680916666666",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.591153,-95.168092",
230680F00131003,'0.15 MI S  OF FM 101',32.46772778,-98.68124167,1925,1,0.016259801,2.857142857,1.0,0.046456575,1683,"32.4677277777777, -98.6812416666666",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.467728,-98.681242",
230680F00131002,'0.40 MI S  OF FM 101',32.46443889,-98.68318056,1925,1,0.016259801,2.857142857,1.0,0.046456575,1683,"32.4644388888888, -98.6831805555555",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.464439,-98.683181",
162050AA0119001,'2.05 MI NW OF FM 3377',28.13072222,-97.85528611,1925,1,0.016259801,2.857142857,1.0,0.046456575,1683,"28.1307222222222, -97.8552861111111",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=28.130722,-97.855286",
11130000918062.00,'3.5 MI NE OF IH 30',33.13281389,-95.61935833,1925,1,0.016259801,2.857142857,1.0,0.046456575,1683,"33.1328138888888, -95.6193583333333",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.132814,-95.619358",
61950000308036.00,'0.15 MI W OF WARD C/L',31.43595278,-103.4702056,1925,1,0.016259801,2.857142857,1.0,0.046456575,1683,"31.4359527777777, -103.470205555555",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=31.435953,-103.470206",
21200024907023.00,'0.4 MI S OF US-380 WEST',33.21408611,-98.15875556,1925,1,0.016259801,2.857142857,1.0,0.046456575,1683,"33.2140861111111, -98.1587555555555",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.214086,-98.158756",
21200024907027.00,'0.4 MI S OF FM 2210',33.02784167,-98.06660556,1925,1,0.016259801,2.857142857,1.0,0.046456575,1683,"33.0278416666666, -98.0666055555555",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.027842,-98.066606",
21200024907026.00,'0.25 MI S OF FM 2210',33.02994167,-98.0682,1925,1,0.016259801,2.857142857,1.0,0.046456575,1683,"33.0299416666666, -98.0681999999999",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.029942,-98.068200",
11130000909059.00,'9.8 MI E HUNT CO LINE',33.12076111,-95.69326944,1925,1,0.016259801,2.857142857,1.0,0.046456575,1683,"33.1207611111111, -95.6932694444444",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.120761,-95.693269",
161290AA0330001,'1.15 MI  E OF FM 743',28.805575,-97.82096944,1925,1,0.016259801,2.857142857,1.0,0.046456575,1683,"28.805575, -97.8209694444444",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=28.805575,-97.820969",
21200013404063.00,'1.0 MI E OF FM-1191 NORTH',33.16551389,-98.35966667,1925,1,0.016259801,2.857142857,1.0,0.046456575,1683,"33.1655138888888, -98.3596666666666",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.165514,-98.359667",
81770000602006.00,'5.40 MI E OF MITCHELL C/L',32.42733333,-100.572,1925,1,0.016259801,2.857142857,1.0,0.046456575,1683,"32.4273333333333, -100.572",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.427333,-100.572000",
190320008308025.00,'0.60 MI E OF US 271',32.99879167,-94.9533,1925,1,0.016259801,2.857142857,1.0,0.046456575,1683,"32.9987916666666, -94.9533",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.998792,-94.953300",
230420B00420001,'0.30 MI E  OF SH 206',31.81683056,-99.42040556,1925,1,0.016259801,2.857142857,1.0,0.046456575,1683,"31.8168305555555, -99.4204055555555",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=31.816831,-99.420406",
101080332301001.00,'2.15 MI W OF SH 274',32.26858889,-96.20708611,1975,2,0.032255222,1.428571429,1.0,0.046078888,1699,"32.2685888888888, -96.2070861111111",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.268589,-96.207086",
011390B00435001,'0.1 Mi S of Mahaffey St',33.65254167,-95.51869167,1975,2,0.032255222,1.428571429,1.0,0.046078888,1699,"33.6525416666666, -95.5186916666666",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.652542,-95.518692",
230680012702032.00,'0.60 MI S  OF SH 36',32.087075,-98.96398333,1975,2,0.032255222,1.428571429,1.0,0.046078888,1699,"32.087075, -98.9639833333333",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.087075,-98.963983",
121700C00225118,'0.3 MI SW OF SH 75',30.31705833,-95.46838889,1975,2,0.032255222,1.428571429,1.0,0.046078888,1699,"30.3170583333333, -95.4683888888889",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.317058,-95.468389",
180570B07070001,'0.2 MI N OF CASTLE DR',32.92485556,-96.62161667,1975,2,0.032255222,1.428571429,1.0,0.046078888,1699,"32.9248555555555, -96.6216166666666",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.924856,-96.621617",
191030B01130001,'0.2 MI S OF MEREDITH ST',32.52821944,-94.36377778,1950,2,0.032255222,2.142857143,0.666666667,0.046078888,1699,"32.5282194444444, -94.3637777777777",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.528219,-94.363778",
080770AA0134001,'0.2 MI E OF SH 70',32.73688056,-100.3727722,1950,2,0.032255222,2.142857143,0.666666667,0.046078888,1699,"32.7368805555555, -100.372772222222",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.736881,-100.372772",
011390B01290001,'0.1 Mi S of Mahaffey St',33.65302222,-95.51965,1975,2,0.032255222,1.428571429,1.0,0.046078888,1699,"33.6530222222222, -95.51965",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.653022,-95.519650",
200360B00220001,'0.05 MI N  OF SH 61',29.77355,-94.67992222,1950,2,0.032255222,2.142857143,0.666666667,0.046078888,1699,"29.77355, -94.6799222222222",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.773550,-94.679922",
150150B24480001,'0.27 MI W OF S GEVERS ST',29.40252778,-98.46123333,1975,2,0.032255222,1.428571429,1.0,0.046078888,1699,"29.4025277777777, -98.4612333333333",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.402528,-98.461233",
081280AA0265002,'1.2 MI N OF CR 266',32.77810278,-99.68922778,1950,2,0.032255222,2.142857143,0.666666667,0.046078888,1699,"32.7781027777777, -99.6892277777777",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.778103,-99.689228",
132350B00059001,'0.40 MI N OF US 87',28.79057778,-96.97386111,1975,2,0.032255222,1.428571429,1.0,0.046078888,1699,"28.7905777777777, -96.9738611111111",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=28.790578,-96.973861",
201240093202001.00,'1.1 MI S OF US 90',30.02139722,-94.40794167,1950,2,0.032255222,2.142857143,0.666666667,0.046078888,1699,"30.0213972222222, -94.4079416666666",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.021397,-94.407942",
090140C00130001,'0.20 MI N OF US 190 BU',31.11369444,-97.71218889,1975,2,0.032255222,1.428571429,1.0,0.046078888,1699,"31.1136944444444, -97.7121888888888",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=31.113694,-97.712189",
