STRUCTURE_NUMBER_008,COUNTY_CODE_003,LOCATION_009,"coordinates (lat, lon)",N_wildfires_within_1mi,T_years_wildfire_obs,lambda_wildfire,p_wildfire,V_elem_wildfire,V_age_wildfire,V_des_wildfire,wildfire_design_row_43B,wildfire_material_class,sdes_wildfire_raw_0to5,Risk_wildfire,Risk_Level,Risk_Explanation,Street_View_URL
1.4246E+14,491,'0.70 MI E OF FM 1325',"30.481319, -97.675558",12,29,0.413793103448276,0.338862275768145,1.0,1.0,1.66666666666667,Stringer/MultiBeam/Girder,Steel Continuous,4.0,0.564770459613574,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.481319,-97.675558"
170940AA0143001,185,'2.46 MI W OF SH 90',"30.836375, -95.982378",12,29,0.413793103448276,0.338862275768145,1.0,1.0,1.66666666666667,Stringer/MultiBeam/Girder,Steel,4.0,0.564770459613574,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.836375,-95.982378"
181750AA0589003,349,'0.40 MI SW OF FM 55',"31.943614, -96.619044",12,29,0.413793103448276,0.338862275768145,1.0,1.0,1.66666666666667,Stringer/MultiBeam/Girder,Steel,4.0,0.564770459613574,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=31.943614,-96.619044"
19019AA0508001,37,'WRIGHT PATMAN LAKE',"33.358472, -94.183000",12,29,0.413793103448276,0.338862275768145,1.0,1.0,1.66666666666667,Stringer/MultiBeam/Girder,Steel,4.0,0.564770459613574,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.358472,-94.183000"
201220AA0509001,241,'1 MI W OF INT WITH FM 252',"30.720950, -93.972986",12,29,0.413793103448276,0.338862275768145,1.0,1.0,1.66666666666667,Stringer/MultiBeam/Girder,Steel Continuous,4.0,0.564770459613574,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.720950,-93.972986"
2.1109E+14,215,'1.1 MI N OF FM 3461',"26.251300, -98.174372",12,29,0.413793103448276,0.338862275768145,1.0,1.0,1.66666666666667,Stringer/MultiBeam/Girder,Steel Continuous,4.0,0.564770459613574,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=26.251300,-98.174372"
1.121E+14,419,'5.00 MI N OF SH 87',"31.879606, -94.211961",4,29,0.137931034482759,0.128841230410731,1.0,2.62857142857143,1.66666666666667,Stringer/MultiBeam/Girder,Steel,4.0,0.564447295132727,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=31.879606,-94.211961"
1.4028E+14,55,'3.2 MI W OF US 183',"29.670014, -97.698539",4,29,0.137931034482759,0.128841230410731,1.0,2.62857142857143,1.66666666666667,Stringer/MultiBeam/Girder,Steel,4.0,0.564447295132727,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.670014,-97.698539"
1.5015E+14,29,'2.25 MI N OF LOOP 1604',"29.254069, -98.472500",4,29,0.137931034482759,0.128841230410731,1.0,2.62857142857143,1.66666666666667,Girder & Floorbeam,Steel Continuous,4.0,0.564447295132727,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.254069,-98.472500"
1.5015E+14,29,'1.65 MI N  OF LOOP 1604',"29.244203, -98.473192",4,29,0.137931034482759,0.128841230410731,1.0,2.62857142857143,1.66666666666667,Stringer/MultiBeam/Girder,Steel,4.0,0.564447295132727,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.244203,-98.473192"
3.04901E+13,97,'0.9 Mi E of FM 3002',"33.449750, -97.028481",13,29,0.448275862068966,0.361271541228043,1.0,1.17142857142857,1.33333333333333,Stringer/MultiBeam/Girder,Concrete,3.0,0.564271740584752,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.449750,-97.028481"
142460D00590001,491,'0.40 MI S  OF SH 29',"30.629411, -97.656381",13,29,0.448275862068966,0.361271541228043,1.0,1.17142857142857,1.33333333333333,Stringer/MultiBeam/Girder,Concrete,3.0,0.564271740584752,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.629411,-97.656381"
1805709D7170001,113,'0.20 MI N OF KIEST BLVD',"32.708864, -96.908717",13,29,0.448275862068966,0.361271541228043,1.0,1.17142857142857,1.33333333333333,Culvert,Concrete,3.0,0.564271740584752,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.708864,-96.908717"
1805709S2150006,113,'0.1 MI NW OF BELT LINE RD',"32.688647, -96.589739",13,29,0.448275862068966,0.361271541228043,1.0,1.17142857142857,1.33333333333333,Culvert,Concrete,3.0,0.564271740584752,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.688647,-96.589739"
1.9225E+14,449,'0.70 MI E OF FM 1734',"33.173347, -95.091089",13,29,0.448275862068966,0.361271541228043,1.0,1.17142857142857,1.33333333333333,Culvert,Concrete,3.0,0.564271740584752,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.173347,-95.091089"
211090AA0265001,215,'2.25 MI E OF US 281',"26.268953, -98.116919",13,29,0.448275862068966,0.361271541228043,1.0,1.17142857142857,1.33333333333333,Stringer/MultiBeam/Girder,Concrete,3.0,0.564271740584752,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=26.268953,-98.116919"
1.06E+13,119,'2.80 MI W OF SH 19',"33.368289, -95.653433",9,29,0.310344827586207,0.266805912918603,1.0,1.05714285714286,2.0,Stringer/MultiBeam/Girder,Wood or Timber,5.0,0.56410393017076,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.368289,-95.653433"
2.22E+13,439,'0.2 MI E OF SH-360',"32.840133, -97.057128",9,29,0.310344827586207,0.266805912918603,1.0,1.05714285714286,2.0,Stringer/MultiBeam/Girder,Wood or Timber,5.0,0.56410393017076,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.840133,-97.057128"
2.22E+13,439,'0.3 MI E OF SH 360',"32.839447, -97.055317",9,29,0.310344827586207,0.266805912918603,1.0,1.05714285714286,2.0,Stringer/MultiBeam/Girder,Wood or Timber,5.0,0.56410393017076,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.839447,-97.055317"
2.22E+13,439,'0.7 MI E OF SH 360',"32.838208, -97.049111",9,29,0.310344827586207,0.266805912918603,1.0,1.05714285714286,2.0,Stringer/MultiBeam/Girder,Wood or Timber,5.0,0.56410393017076,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.838208,-97.049111"
2.22E+13,439,'0.7 MI E OF SH 360',"32.837592, -97.049064",9,29,0.310344827586207,0.266805912918603,1.0,1.05714285714286,2.0,Stringer/MultiBeam/Girder,Wood or Timber,5.0,0.56410393017076,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.837592,-97.049064"
2.22E+13,439,'0.7 MI E OF SH 360',"32.837908, -97.049242",9,29,0.310344827586207,0.266805912918603,1.0,1.05714285714286,2.0,Stringer/MultiBeam/Girder,Wood or Timber,5.0,0.56410393017076,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.837908,-97.049242"
5.152E+13,303,'0.20 Mi NE of US 62',"33.580711, -101.838925",9,29,0.310344827586207,0.266805912918603,1.0,1.05714285714286,2.0,Stringer/MultiBeam/Girder,Wood or Timber,5.0,0.56410393017076,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.580711,-101.838925"
1.4227E+14,453,'5.10 MI S OF SH 71',"30.152850, -97.792033",9,29,0.310344827586207,0.266805912918603,1.0,1.05714285714286,2.0,Stringer/MultiBeam/Girder,Wood or Timber,5.0,0.56410393017076,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.152850,-97.792033"
1.4227E+14,453,'0.7 MI W OF BURNET RD',"30.378369, -97.736350",9,29,0.310344827586207,0.266805912918603,1.0,1.05714285714286,2.0,Stringer/MultiBeam/Girder,Wood or Timber,5.0,0.56410393017076,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.378369,-97.736350"
1.4227E+14,453,'1.0 MI SW OF US 290',"30.224283, -97.833958",9,29,0.310344827586207,0.266805912918603,1.0,1.05714285714286,2.0,Stringer/MultiBeam/Girder,Wood or Timber,5.0,0.56410393017076,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.224283,-97.833958"
1.4227E+14,453,'1.8 MI SW OF WM CANNON',"30.208033, -97.860858",9,29,0.310344827586207,0.266805912918603,1.0,1.05714285714286,2.0,Stringer/MultiBeam/Girder,Wood or Timber,5.0,0.56410393017076,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.208033,-97.860858"
1.4227E+14,453,'1.8 MI SW OF WM CANNON',"30.208139, -97.861164",9,29,0.310344827586207,0.266805912918603,1.0,1.05714285714286,2.0,Stringer/MultiBeam/Girder,Wood or Timber,5.0,0.56410393017076,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.208139,-97.861164"
142460AA0151001,491,'0.15 MI S  OF FM 3405',"30.698731, -97.869692",9,29,0.310344827586207,0.266805912918603,1.0,1.05714285714286,2.0,Stringer/MultiBeam/Girder,Wood or Timber,5.0,0.56410393017076,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.698731,-97.869692"
1.07502E+13,147,'3.6 MI NW OF SH 34',"33.407206, -96.115400",7,29,0.241379310344828,0.214456394945079,1.0,1.97142857142857,1.33333333333333,Culvert,Concrete,3.0,0.563713952427065,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.407206,-96.115400"
2.249E+13,497,'0.6 MI N OF FM 1655',"33.366839, -97.705919",7,29,0.241379310344828,0.214456394945079,1.0,1.31428571428571,2.0,Stringer/MultiBeam/Girder,Wood or Timber,5.0,0.563713952427065,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.366839,-97.705919"
7.226E+13,451,'4.10 MI NE OF US 277',"31.542578, -100.317992",7,29,0.241379310344828,0.214456394945079,1.0,1.97142857142857,1.33333333333333,Culvert,Concrete,3.0,0.563713952427065,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=31.542578,-100.317992"
7.22602E+13,451,'6.00 MI S  OF US 67',"31.271989, -100.626175",7,29,0.241379310344828,0.214456394945079,1.0,1.97142857142857,1.33333333333333,Culvert,Concrete,3.0,0.563713952427065,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=31.271989,-100.626175"
1.4246E+14,491,'0.4 MI W OF IH 35',"30.534839, -97.699256",7,29,0.241379310344828,0.214456394945079,1.0,1.31428571428571,2.0,Stringer/MultiBeam/Girder,Wood or Timber,5.0,0.563713952427065,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.534839,-97.699256"
1.7094E+14,185,'0.75 MI W OF FM 1774',"30.408792, -95.903239",7,29,0.241379310344828,0.214456394945079,1.0,1.97142857142857,1.33333333333333,Culvert,Concrete,3.0,0.563713952427065,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.408792,-95.903239"
2.3167E+14,333,'2.50 MI S  OF FM 218',"31.627678, -98.526678",7,29,0.241379310344828,0.214456394945079,1.0,1.97142857142857,1.33333333333333,Culvert,Concrete,3.0,0.563713952427065,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=31.627678,-98.526678"
021840AA0458003,367,'2.8 MI N OF FM 1189',"32.698517, -97.896478",8,29,0.275862068965517,0.241082398167711,1.0,1.4,1.66666666666667,Stringer/MultiBeam/Girder,Steel Continuous,4.0,0.562525595724659,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.698517,-97.896478"
3.169E+13,337,'1.5 MI SW OF US 287',"33.435953, -97.795378",6,29,0.206896551724138,0.186896240180962,1.0,2.25714285714286,1.33333333333333,Slab,Concrete,3.0,0.562468684735087,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.435953,-97.795378"
7.134E+13,267,'0.65 MI W OF RM 2291',"30.514803, -99.849914",6,29,0.206896551724138,0.186896240180962,1.0,2.25714285714286,1.33333333333333,Slab,Concrete Continuous,3.0,0.562468684735087,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.514803,-99.849914"
1.0201E+14,401,'0.25 MI S OF FM 2867',"32.098278, -94.610158",6,29,0.206896551724138,0.186896240180962,1.0,2.25714285714286,1.33333333333333,Culvert,Concrete,3.0,0.562468684735087,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.098278,-94.610158"
1.0212E+14,423,'5.9 MI E OF FM 1253',"32.512689, -95.459119",6,29,0.206896551724138,0.186896240180962,1.0,2.25714285714286,1.33333333333333,Culvert,Concrete,3.0,0.562468684735087,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.512689,-95.459119"
1.1202E+14,403,'3.65 MI SE OF FM 2928',"31.205872, -93.749008",6,29,0.206896551724138,0.186896240180962,1.0,2.25714285714286,1.33333333333333,Slab,Concrete,3.0,0.562468684735087,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=31.205872,-93.749008"
1.217E+14,339,'2.00 MI S OF FM 1314',"30.073769, -95.239675",6,29,0.206896551724138,0.186896240180962,1.0,2.25714285714286,1.33333333333333,Slab,Concrete Continuous,3.0,0.562468684735087,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.073769,-95.239675"
1.9183E+14,365,'2.65 MI S OF FM 2517',"32.064019, -94.305800",6,29,0.206896551724138,0.186896240180962,1.0,2.25714285714286,1.33333333333333,Slab,Concrete Continuous,3.0,0.562468684735087,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.064019,-94.305800"
2.0181E+14,361,'1.90 MI NE OF FM 1132',"30.164042, -93.950764",6,29,0.206896551724138,0.186896240180962,1.0,2.25714285714286,1.33333333333333,Culvert,Concrete,3.0,0.562468684735087,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.164042,-93.950764"
2.3068E+14,133,'2.3 MI W OF SH 206',"32.375539, -99.044211",6,29,0.206896551724138,0.186896240180962,1.0,2.25714285714286,1.33333333333333,Culvert,Concrete,3.0,0.562468684735087,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.375539,-99.044211"
2.127E+13,251,'FM 917 @ IH 35W',"32.464864, -97.266506",5,29,0.172413793103448,0.158369159932717,1.0,1.77142857142857,2.0,Stringer/MultiBeam/Girder,Wood or Timber,5.0,0.56107930947591,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.464864,-97.266506"
3.039E+13,77,'5.9 MI E OF SPUR 510',"33.812775, -98.084889",5,29,0.172413793103448,0.158369159932717,1.0,2.65714285714286,1.33333333333333,Tee Beam,Concrete,3.0,0.56107930947591,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.812775,-98.084889"
3.039E+13,77,'6.0 MI E OF SPUR 510',"33.812756, -98.082222",5,29,0.172413793103448,0.158369159932717,1.0,2.65714285714286,1.33333333333333,Culvert,Concrete,3.0,0.56107930947591,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.812756,-98.082222"
3.244E+13,487,'0.6 Mi N of US 70',"34.170503, -99.318308",5,29,0.172413793103448,0.158369159932717,1.0,2.65714285714286,1.33333333333333,Tee Beam,Concrete,3.0,0.56107930947591,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=34.170503,-99.318308"
4.171E+13,341,'1.73 Mi N of FM 119',"35.940903, -101.985536",5,29,0.172413793103448,0.158369159932717,1.0,2.65714285714286,1.33333333333333,Culvert,Concrete,3.0,0.56107930947591,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=35.940903,-101.985536"
4.191E+13,381,'7.4 Mi E of FM 1541',"34.985922, -101.723222",5,29,0.172413793103448,0.158369159932717,1.0,2.65714285714286,1.33333333333333,Culvert,Concrete,3.0,0.56107930947591,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=34.985922,-101.723222"
6.165E+13,329,'AT JCT OF LP 250 & IH 20',"31.948617, -102.143350",5,29,0.172413793103448,0.158369159932717,1.0,1.77142857142857,2.0,Stringer/MultiBeam/Girder,Wood or Timber,5.0,0.56107930947591,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=31.948617,-102.143350"
6.165E+13,329,'At JCT of Loop 250 & IH20',"31.948694, -102.143167",5,29,0.172413793103448,0.158369159932717,1.0,1.77142857142857,2.0,Stringer/MultiBeam/Girder,Wood or Timber,5.0,0.56107930947591,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=31.948694,-102.143167"
8.221E+13,441,'0.05 MI NE OF FM 89',"32.253311, -99.985175",5,29,0.172413793103448,0.158369159932717,1.0,2.65714285714286,1.33333333333333,Tee Beam,Concrete,3.0,0.56107930947591,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.253311,-99.985175"
1.1174E+14,347,'10.0 MI W OF US 59',"31.663414, -94.842733",5,29,0.172413793103448,0.158369159932717,1.0,2.65714285714286,1.33333333333333,Culvert,Concrete,3.0,0.56107930947591,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=31.663414,-94.842733"
1.121E+14,419,'1.90 MI N OF US 84',"31.973744, -94.232975",5,29,0.172413793103448,0.158369159932717,1.0,2.65714285714286,1.33333333333333,Culvert,Concrete,3.0,0.56107930947591,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=31.973744,-94.232975"
1.3062E+14,123,'1.00 MI S OF FM 951',"29.230258, -97.294100",5,29,0.172413793103448,0.158369159932717,1.0,2.65714285714286,1.33333333333333,Culvert,Concrete,3.0,0.56107930947591,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.230258,-97.294100"
1.4227E+14,453,'2.6 MI N OF HAYS C/L',"30.135175, -97.798089",5,29,0.172413793103448,0.158369159932717,1.0,2.65714285714286,1.33333333333333,Tee Beam,Concrete Continuous,3.0,0.56107930947591,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.135175,-97.798089"
1.7198E+14,395,'3.7 MI N OF US 79',"30.946844, -96.647256",5,29,0.172413793103448,0.158369159932717,1.0,2.65714285714286,1.33333333333333,Tee Beam,Concrete,3.0,0.56107930947591,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.946844,-96.647256"
1.7198E+14,395,'3.4 MI N OF US 79',"30.942758, -96.644072",5,29,0.172413793103448,0.158369159932717,1.0,2.65714285714286,1.33333333333333,Culvert,Concrete,3.0,0.56107930947591,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.942758,-96.644072"
1.9019E+14,37,'4.20 MI E OF SH 8',"33.468381, -94.335900",5,29,0.172413793103448,0.158369159932717,1.0,1.77142857142857,2.0,Stringer/MultiBeam/Girder,Wood or Timber,5.0,0.56107930947591,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.468381,-94.335900"
1.9034E+14,67,'3.45 MI W OF SH 8',"32.998969, -94.431917",5,29,0.172413793103448,0.158369159932717,1.0,2.65714285714286,1.33333333333333,Culvert,Concrete,3.0,0.56107930947591,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.998969,-94.431917"
2.224E+14,479,'0.40 MI N  OF US 59',"27.536606, -99.502906",5,29,0.172413793103448,0.158369159932717,1.0,1.77142857142857,2.0,Stringer/MultiBeam/Girder,Wood or Timber,5.0,0.56107930947591,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=27.536606,-99.502906"
230680AA0273001,133,'0.20 MI W OF SH 36',"32.099519, -98.944744",5,29,0.172413793103448,0.158369159932717,1.0,2.65714285714286,1.33333333333333,Culvert,Concrete,3.0,0.56107930947591,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.099519,-98.944744"
230680AA0449001,133,'0.05 MI SW OF LP 254',"32.448633, -98.691969",5,29,0.172413793103448,0.158369159932717,1.0,2.65714285714286,1.33333333333333,Culvert,Concrete,3.0,0.56107930947591,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.448633,-98.691969"
1.0001E+14,1,'0.2 MI E OF US 79',"31.744414, -95.651775",6,29,0.206896551724138,0.186896240180962,1.0,1.8,1.66666666666667,Stringer/MultiBeam/Girder,Steel Continuous,4.0,0.560688720542887,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=31.744414,-95.651775"
1.0212E+14,423,'4.6 MI E OF US 69',"32.458350, -95.310811",6,29,0.206896551724138,0.186896240180962,1.0,1.8,1.66666666666667,Stringer/MultiBeam/Girder,Steel Continuous,4.0,0.560688720542887,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.458350,-95.310811"
1.0212E+14,423,'4.6 MI E OF US 69',"32.458178, -95.310853",6,29,0.206896551724138,0.186896240180962,1.0,1.8,1.66666666666667,Stringer/MultiBeam/Girder,Steel Continuous,4.0,0.560688720542887,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.458178,-95.310853"
1.0212E+14,423,'2.5 MI E OF FM 2015',"32.449589, -95.188400",6,29,0.206896551724138,0.186896240180962,1.0,1.8,1.66666666666667,Stringer/MultiBeam/Girder,Steel Continuous,4.0,0.560688720542887,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.449589,-95.188400"
