STRUCTURE_NUMBER_008,LOCATION_009,ADT_029,PERCENT_ADT_TRUCK_109,INVENTORY_RATING_066,YEAR_BUILT_027,SUPERSTRUCTURE_COND_059,FUNCTIONAL_CLASS_026,r_i_lb,d_i,N_i,V_age_overload,V_elem_overload,Risk_Index,"coordinates (lat, lon)",Risk_Level,Street_View_URL,Risk_Explanation
142270153501002.000,0.20 MI SW OF US 183,5403,25.0,24.5,1953,7,17,49000.0,28.80782264,389.1216644,1.25,1.0,486.4020805,"30.147375, -97.698669",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.147375,-97.698669",
61860044108180.000,2.2 Mi W of SH 18,2564,44.0,32.7,1983,6,11,65400.0,35.04840624,395.4020998,1.2,1.025,486.3445828,"30.896439, -102.918531",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.896439,-102.918531",
230680000704161.000,1.70 MI E OF FM 570,13322,22.0,38.1,1976,8,1,76200.0,12.15459216,356.2316489,1.4,0.975,486.2562007,"32.412556, -98.763683",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.412556,-98.763683",
151630002404179.000,3.10 MI W OF FM 1250,4381,21.0,23.6,1997,N,2,47200.0,66.06218176,607.7786784,0.8,1.0,486.2229427,"29.336117, -99.222678",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.336117,-99.222678",
180430036404164.000,0.5 MI NE OF DNT,105520,5.0,32.7,2008,7,14,65400.0,12.28125247,647.9588804,0.75,1.0,485.9691603,"33.093531, -96.814636",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.093531,-96.814636",
160130008705019.000,3.3 MI NE OF FM 796,5460,23.0,23.6,1931,N,6,47200.0,30.95334625,388.7121222,1.25,1.0,485.8901528,"28.208128, -97.72025",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=28.208128,-97.720250",
222400054202029.000,5.60 MI SW OF FM 2050,1898,31.0,23.6,1950,N,2,47200.0,66.06218176,388.696665,1.25,1.0,485.8708313,"27.739253, -98.927533",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=27.739253,-98.927533",
222400054202030.000,6.55 MI SW OF FM 2050,1898,31.0,23.6,1950,N,2,47200.0,66.06218176,388.696665,1.25,1.0,485.8708313,"27.733258, -98.941478",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=27.733258,-98.941478",
222400054202031.000,0.60 MI W OF FM 2050,1898,31.0,23.6,1950,N,2,47200.0,66.06218176,388.696665,1.25,1.0,485.8708313,"27.770431, -98.854858",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=27.770431,-98.854858",
222400054202032.000,4.55 MI W OF FM 2050,1898,31.0,23.6,1950,N,2,47200.0,66.06218176,388.696665,1.25,1.0,485.8708313,"27.745656, -98.912633",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=27.745656,-98.912633",
222400054202033.000,2.70 MI W OF FM 2050,1898,31.0,23.6,1950,N,2,47200.0,66.06218176,388.696665,1.25,1.0,485.8708313,"27.757397, -98.885381",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=27.757397,-98.885381",
222400054202034.000,0.01 MI SW OF FM 2050,1898,31.0,23.6,1968,N,2,47200.0,66.06218176,388.696665,1.25,1.0,485.8708313,"27.774028, -98.846453",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=27.774028,-98.846453",
222400054202050.000,7.50 MI SW OF FM 2050,1898,31.0,23.6,1950,N,2,47200.0,66.06218176,388.696665,1.25,1.0,485.8708313,"27.727211, -98.95555",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=27.727211,-98.955550",
140160025203012.000,8.6 MI N OF US 290 W,13108,5.0,26.3,1930,6,2,52600.0,57.85119664,379.1567428,1.25,1.025,485.7945767,"30.393606, -98.3625",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.393606,-98.362500",
111140011706067.000,3.1 MI SW OF FM 2498,2868,20.0,23.6,1959,6,2,47200.0,66.06218176,378.9326746,1.25,1.025,485.5074893,"31.080011, -95.698114",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=31.080011,-95.698114",
121020050202051.000,IH 610 @ SH 225 (INTRCHG),7500,13.0,32.7,1974,8,12,65400.0,35.04840624,341.7219608,1.457142857,0.975,485.4892715,"29.7107, -95.271072",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.710700,-95.271072",
51520006801087.000,0.15 Mi W of IH 27 SB,11912,11.0,32.7,1988,7,11,65400.0,35.04840624,459.2462766,1.057142857,1.0,485.488921,"33.529806, -101.847494",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.529806,-101.847494",
132410008908256.000,2.38 MI W OF FM 2919,20021,27.0,32.7,2022,8,14,65400.0,12.28125247,663.8839805,0.75,0.975,485.4651607,"29.426972, -96.032519",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.426972,-96.032519",
62220029304011.000,4.0 Mi N of US 90,1071,66.0,27.2,1950,7,2,54400.0,54.92840704,388.266938,1.25,1.0,485.3336725,"30.201467, -102.407053",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.201467,-102.407053",
130080040901005.000,6.75 MI NE OF FM 529,5224,24.0,23.6,1929,N,7,47200.0,30.95334625,388.080674,1.25,1.0,485.1008425,"30.012003, -96.168036",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.012003,-96.168036",
121020050003281.000,IH 45/US 59 INTERCHANGE,22370,6.0,32.7,1988,8,11,65400.0,35.04840624,470.4197086,1.057142857,0.975,484.8683139,"29.741542, -95.356067",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.741542,-95.356067",
120200059804192.000,0.50 MI N OF SH 332,19214,7.0,32.7,1989,7,12,65400.0,35.04840624,471.3940542,1.028571429,1.0,484.8624558,"29.055186, -95.4559",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.055186,-95.455900",
141440011407193.000,0.7 MI E OF FM 180,9002,21.0,32.7,2005,8,2,65400.0,35.04840624,662.5620812,0.75,0.975,484.4985219,"30.160169, -96.814697",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.160169,-96.814697",
141440011407194.000,0.1 MI E OF FM 180,9002,21.0,32.7,2005,8,2,65400.0,35.04840624,662.5620812,0.75,0.975,484.4985219,"30.163292, -96.823397",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.163292,-96.823397",
180570019702431.000,0.30 mi E of SH310,31500,6.0,32.7,2020,8,12,65400.0,35.04840624,662.4148779,0.75,0.975,484.3908795,"32.747211, -96.753475",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.747211,-96.753475",
130760026601079.000,1.50 MI SE OF SH 159,9206,15.0,32.7,1990,7,2,65400.0,35.04840624,483.9834418,1.0,1.0,483.9834418,"29.907117, -96.834294",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.907117,-96.834294",
72000003405047.000,0.4 MI N OF FM 382,3254,18.0,23.6,1963,N,2,47200.0,66.06218176,386.939411,1.25,1.0,483.6742638,"31.759947, -99.934303",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=31.759947,-99.934303",
22200106802561.000,0.2 Mi. W. of SH 360,23000,8.0,32.7,2021,7,12,65400.0,35.04840624,644.8906748,0.75,1.0,483.6680061,"32.759281, -97.0672",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.759281,-97.067200",
150150AA8480001,0.3 MI W OF SL 1604,11100,17.0,32.7,2022,8,12,65400.0,35.04840624,661.3634257,0.75,0.975,483.6220051,"29.486061, -98.714511",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.486061,-98.714511",
121020017707198.000,0.72 MI S OF BWY 8,19164,9.0,32.7,1997,7,12,65400.0,35.04840624,604.5008915,0.8,1.0,483.6007132,"29.928994, -95.300017",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.928994,-95.300017",
142270313601068.000,2.9 MI N OF US 183,65430,2.0,32.7,1989,6,12,65400.0,35.04840624,458.6434441,1.028571429,1.025,483.541231,"30.410508, -97.710967",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.410508,-97.710967",
161370032701035.000,2.0 MI S OF SH 285,4876,22.0,32.7,1980,7,2,65400.0,35.04840624,375.9712634,1.285714286,1.0,483.3916244,"27.273206, -97.802392",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=27.273206,-97.802392",
241160000209124.000,6.11 MI W OF ALLAMORE RD,8387,37.0,38.1,1965,6,1,76200.0,12.15459216,377.1800884,1.25,1.025,483.2619883,"31.101525, -105.101386",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=31.101525,-105.101386",
61650118802023.000,2.4 Mi N of IH 20,22084,8.0,32.7,1997,8,12,65400.0,35.04840624,619.2072027,0.8,0.975,482.9816181,"31.981625, -102.148803",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=31.981625,-102.148803",
230250007901002.000,1.65 MI NE OF US 84,13869,9.0,23.6,1957,N,14,47200.0,30.95334625,386.3627633,1.25,1.0,482.9534541,"31.752242, -98.919461",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=31.752242,-98.919461",
230250007901029.000,1.75 MI NE OF US 84,13869,9.0,23.6,1930,N,14,47200.0,30.95334625,386.3627633,1.25,1.0,482.9534541,"31.752708, -98.918103",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=31.752708,-98.918103",
132410281902001.000,1.30 MI SW OF SH 71,8298,14.0,23.6,1978,N,16,47200.0,30.95334625,359.5912141,1.342857143,1.0,482.8796303,"29.201694, -96.294047",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.201694,-96.294047",
222400008601003.000,6.60 MI E OF LP 20,9600,13.0,23.6,1926,N,6,47200.0,30.95334625,386.2977612,1.25,1.0,482.8722015,"27.485422, -99.342433",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=27.485422,-99.342433",
222400008601004.000,3.45 MI E OF LP 20,9600,13.0,23.6,1926,N,14,47200.0,30.95334625,386.2977612,1.25,1.0,482.8722015,"27.484581, -99.394283",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=27.484581,-99.394283",
11390013607108.000,OKLAHOMA & TEXAS BORDER,5695,17.0,31.7,1955,6,2,63400.0,38.92099984,376.81366,1.25,1.025,482.7925018,"33.875158, -95.502439",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.875158,-95.502439",
180570004707340.000,US 75 & SP 366 INTRCHANGE,53656,2.0,32.7,1969,6,12,65400.0,35.04840624,376.111457,1.25,1.025,481.8928043,"32.793178, -96.7969",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.793178,-96.796900",
111140011707050.000,5.3 MI SW OF SH 7,3029,22.0,26.3,1923,7,2,52600.0,57.85119664,385.5088042,1.25,1.0,481.8860052,"31.261478, -95.549153",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=31.261478,-95.549153",
70480007005019.000,2.40 MI E OF US 83,3199,19.0,24.5,1935,N,2,49000.0,63.418084,385.4614564,1.25,1.0,481.8268205,"31.217869, -99.804994",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=31.217869,-99.804994",
142270137701003.000,4.20 MI E OF IH 35,12451,10.0,23.6,1950,N,16,47200.0,30.95334625,385.4001142,1.25,1.0,481.7501427,"30.093806, -97.742356",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.093806,-97.742356",
121020248301001.000,0.40 MI N OF IH 610,31650,4.0,32.7,1987,7,12,65400.0,35.04840624,443.712823,1.085714286,1.0,481.7453507,"29.81935, -95.355108",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.819350,-95.355108",
241160037407009.000,3.60 MI E OF FM 1437,2283,24.0,22.7,1953,6,2,45400.0,68.61338224,375.946444,1.25,1.025,481.6813813,"31.7388, -105.141036",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=31.738800,-105.141036",
51520006707081.000,N LP 289 @ IH 27,9570,14.0,32.7,1990,6,12,65400.0,35.04840624,469.5785468,1.0,1.025,481.3180105,"33.6179, -101.842431",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.617900,-101.842431",
51520006707082.000,N LP 289 @ IH 27,9570,14.0,32.7,1990,6,12,65400.0,35.04840624,469.5785468,1.0,1.025,481.3180105,"33.618053, -101.842303",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.618053,-101.842303",
81770000603273.000,1.40 MI NE OF BUS 70,3930,34.0,24.5,1962,N,17,49000.0,28.80782264,384.9301262,1.25,1.0,481.1626577,"32.464358, -100.383308",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.464358,-100.383308",
10750004521268.000,1.0 MI E of CR 897,8939,21.0,32.7,2021,8,1,65400.0,35.04840624,657.9251771,0.75,0.975,481.1077858,"33.606908, -96.040083",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.606908,-96.040083",
180570019603215.000,At Spur 366 Interchange,35495,3.0,32.7,1981,6,12,65400.0,35.04840624,373.2129538,1.257142857,1.025,480.9115491,"32.781911, -96.812894",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.781911,-96.812894",
152470032801002.000,6.75 MI NE OF US 181,5177,24.0,23.6,1932,N,7,47200.0,30.95334625,384.5891365,1.25,1.0,480.7364206,"29.211528, -98.076786",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.211528,-98.076786",
152470032801003.000,5.10 MI NE OF US 181,5177,24.0,23.6,1932,N,7,47200.0,30.95334625,384.5891365,1.25,1.0,480.7364206,"29.195881, -98.096842",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.195881,-98.096842",
60690222401230.000,E LP 338 AT BUS 20,10936,8.0,19.0,1969,6,14,38000.0,42.88209723,375.1668923,1.25,1.025,480.6825807,"31.874092, -102.310231",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=31.874092,-102.310231",
142270044006065.000,1.50 MI S OF SH 45,12500,15.0,32.7,2006,8,12,65400.0,35.04840624,657.157617,0.75,0.975,480.5465074,"30.452078, -97.594586",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.452078,-97.594586",
160890008803083.000,9.45 MI E OF US 183/77A,5897,31.0,32.7,2008,7,2,65400.0,35.04840624,640.7094,0.75,1.0,480.53205,"28.698211, -97.236986",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=28.698211,-97.236986",
240720037403011.000,3.8 MI E OF FM 2775,3423,17.0,23.6,1954,N,2,47200.0,66.06218176,384.4224419,1.25,1.0,480.5280523,"31.829531, -106.003275",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=31.829531,-106.003275",
240720037403014.000,1.2 MI E OF FM 2775,3423,17.0,23.6,1928,N,2,47200.0,66.06218176,384.4224419,1.25,1.0,480.5280523,"31.839181, -106.044686",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=31.839181,-106.044686",
120800008909209.000,13.6 Mi S of SH 36,12186,15.0,32.7,2008,7,2,65400.0,35.04840624,640.6498177,0.75,1.0,480.4873632,"29.446422, -95.999739",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.446422,-95.999739",
61860014001321.000,1.9 Mi E of SH 18,3939,29.0,32.7,1983,7,11,65400.0,35.04840624,400.3614493,1.2,1.0,480.4337392,"30.897164, -102.854772",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.897164,-102.854772",
121020027106687.000,3.4 Mi W of Fry Rd,31240,6.0,32.7,2013,8,12,65400.0,35.04840624,656.9473266,0.75,0.975,480.3927325,"29.782125, -95.777433",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.782125,-95.777433",
142270015106085.000,0.7 MI W OF BURNET RD,68521,2.0,32.7,1990,7,12,65400.0,35.04840624,480.3103688,1.0,1.0,480.3103688,"30.378719, -97.736206",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.378719,-97.736206",
150460021502229.000,0.3 MI E of FM 1863,34753,15.0,32.7,2011,N,14,65400.0,12.28125247,640.2155507,0.75,1.0,480.161663,"29.721033, -98.171886",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.721033,-98.171886",
90140018403047.000,0.89 MI NW OF SL 363,24232,8.0,23.6,1997,N,14,47200.0,30.95334625,600.0491891,0.8,1.0,480.0393513,"31.127119, -97.396517",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=31.127119,-97.396517",
70410006905045.000,3.20 MI NW OF RM 2034,3059,19.0,23.6,1929,N,2,47200.0,66.06218176,383.9600066,1.25,1.0,479.9500083,"31.696978, -100.775267",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=31.696978,-100.775267",
72180016002004.000,11.57 MI S OF LP 467,2091,25.0,20.9,1925,N,2,41800.0,73.43709136,383.8923951,1.25,1.0,479.8654939,"30.419725, -100.69785",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.419725,-100.697850",
171980020502043.000,2.3 MI E OF FM 2096,3139,44.0,34.5,1959,7,2,69000.0,27.788724,383.8067404,1.25,1.0,479.7584255,"31.121156, -96.351242",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=31.121156,-96.351242",
130080018704011.000,4.45 MI S OF FM 3013,4840,12.0,23.6,1925,N,2,47200.0,66.06218176,383.6891517,1.25,1.0,479.6114396,"29.686483, -96.129672",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.686483,-96.129672",
142270070003003.000,0.20 MI W OF RM 620,41309,3.0,23.6,1947,N,14,47200.0,30.95334625,383.5955341,1.25,1.0,479.4944176,"30.308325, -97.949136",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.308325,-97.949136",
180570009403096.000,0.10 Mi E of SH 161,10640,9.0,32.7,1975,7,12,65400.0,35.04840624,335.6235382,1.428571429,1.0,479.4621974,"32.837492, -97.014131",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.837492,-97.014131",
121020059801489.000,1.65 MI S of IH 610,23375,8.0,32.7,2020,8,12,65400.0,35.04840624,655.4051967,0.75,0.975,479.2650501,"29.657764, -95.387331",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.657764,-95.387331",
212140003807067.000,1.50 MI SE OF FM 649,17693,7.0,23.6,1925,N,14,47200.0,30.95334625,383.3602887,1.25,1.0,479.2003608,"26.393803, -98.920281",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=26.393803,-98.920281",
212140003807068.000,2.2 MI SE OF FM 649,17693,7.0,23.6,1925,N,14,47200.0,30.95334625,383.3602887,1.25,1.0,479.2003608,"26.386039, -98.905217",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=26.386039,-98.905217",
90740004903150.000,3.70 MI S OF SH 7,4927,37.0,32.7,2002,7,2,65400.0,35.04840624,638.9289409,0.75,1.0,479.1967057,"31.256269, -96.859275",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=31.256269,-96.859275",
90740004903151.000,2.90 MI S OF SH 7,4927,37.0,32.7,2002,7,2,65400.0,35.04840624,638.9289409,0.75,1.0,479.1967057,"31.265194, -96.86705",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=31.265194,-96.867050",
201220006503156.000,2.95 MI N OF SH 62,14020,13.0,32.7,2004,7,2,65400.0,35.04840624,638.7922521,0.75,1.0,479.0941891,"30.482694, -93.954914",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.482694,-93.954914",
11130010809043.000,0.05 MI N OF FM 1567 W,4461,13.0,23.6,1942,N,2,47200.0,66.06218176,383.1144107,1.25,1.0,478.8930134,"33.019617, -95.697594",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.019617,-95.697594",
10920041001012.000,0.2 MI N OF US 82,11082,12.0,24.5,1936,N,6,49000.0,28.80782264,383.0979486,1.25,1.0,478.8724358,"33.614411, -96.410019",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.614411,-96.410019",
120800125802012.000,1.50 MI W OF FM 359,7564,41.0,32.7,1981,7,7,65400.0,12.28125247,380.8711141,1.257142857,1.0,478.8094006,"29.685058, -95.924897",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.685058,-95.924897",
51520038001231.000,1.45 MI W OF LOOP 289,18680,10.0,32.7,2014,8,12,65400.0,35.04840624,654.7042286,0.75,0.975,478.7524671,"33.538908, -101.957089",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.538908,-101.957089",
51520038001232.000,1.25 MI SW OF LOOP 289,18680,10.0,32.7,2015,8,12,65400.0,35.04840624,654.7042286,0.75,0.975,478.7524671,"33.542753, -101.957083",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.542753,-101.957083",
51520038015233.000,1.25 MI SW OF LOOP 289,18680,10.0,32.7,2015,8,12,65400.0,35.04840624,654.7042286,0.75,0.975,478.7524671,"33.542469, -101.957111",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.542469,-101.957111",
142270313601039.000,LADY BIRD LAKE INTCHNG,16909,3.0,23.6,1975,N,12,47200.0,66.06218176,335.1136294,1.428571429,1.0,478.7337563,"30.2751, -97.770825",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.275100,-97.770825",
21820031402109.000,1.7 MI E OF US 281,3233,31.0,23.6,1971,N,7,47200.0,30.95334625,310.2237221,1.542857143,1.0,478.6308856,"32.622756, -98.085036",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.622756,-98.085036",
